MOB,ID,customer_id,Var9,Var1,Var4,Var5,Var6,Var7,Var15,Var16,Var23,Var24,Var29,Var30,Var3,Var11,Var12,Var14,target,Var27,Var28,income,loan_desc,Var8_q,Var25_q,Var26_q,Var20_1,Var21_1,Var22_1,Var17_1,working_months_1,ii_ratio,idi_ratio
168,11035028,32881974,4560,1,3,4,1,2,1,1,3,0,0,0,1.0,5,8.0,2,0.0,0,0,0,1,0.0,0.0,10.0,2,2,2,0,5,6,4
168,11035029,32635357,3360,1,4,7,3,5,0,0,4,0,0,0,2.0,5,8.0,0,0.0,0,0,0,2,1.0,10.0,0.0,0,1,1,0,6,9,8
168,11035032,32613786,6120,2,0,0,1,2,1,1,2,0,0,0,2.0,4,5.0,1,0.0,0,0,4,5,10.0,3.0,3.0,0,0,1,3,7,2,5
168,11035034,32479807,5280,1,2,4,1,2,0,0,1,0,2,0,1.0,5,8.0,3,0.0,0,0,1,3,10.0,0.0,3.0,1,1,1,0,9,4,2
168,11035035,32454709,9360,1,1,1,1,4,1,1,4,0,0,0,1.0,5,8.0,1,0.0,0,0,4,4,10.0,9.0,0.0,2,2,2,6,4,4,5
168,11035036,32486590,3600,1,2,7,1,0,1,1,1,0,0,0,2.0,6,8.0,2,0.0,0,0,0,3,10.0,3.0,10.0,0,0,0,0,4,3,1
168,11035037,32644863,4320,1,2,8,1,0,0,0,0,0,0,0,1.0,5,8.0,0,0.0,0,0,0,3,10.0,0.0,1.0,0,0,0,1,7,0,1
168,11035038,32799086,6120,1,2,2,1,4,0,0,0,0,0,0,1.0,5,8.0,0,0.0,0,0,1,3,10.0,1.0,10.0,0,0,0,3,5,7,7
168,11035039,32737220,4680,1,4,7,1,1,0,1,3,0,0,0,1.0,5,8.0,2,0.0,0,0,0,1,0.0,0.0,3.0,2,2,2,0,6,5,3
168,11035040,32686453,3720,1,4,7,3,6,0,0,4,0,0,0,1.0,5,8.0,1,0.0,0,0,0,1,1.0,10.0,10.0,0,2,2,0,3,9,8
168,11035041,32716361,3600,2,3,6,1,1,1,1,2,0,0,0,2.0,5,6.0,0,0.0,0,0,1,3,10.0,2.0,10.0,1,1,1,1,7,2,7
168,11035042,32569803,6720,1,5,8,3,4,0,0,0,0,0,0,1.0,1,8.0,3,0.0,0,0,2,1,1.0,10.0,10.0,0,0,0,3,8,7,7
168,11035044,32739304,0,1,0,4,1,0,3,3,1,0,0,0,1.0,7,8.0,1,1.0,0,0,0,5,10.0,10.0,10.0,0,1,1,0,0,9,0
168,11035045,32641545,3240,1,3,8,1,0,0,0,2,0,0,0,1.0,3,8.0,0,0.0,0,0,0,3,10.0,3.0,1.0,1,1,1,0,2,3,1
168,11035046,32735482,5880,2,4,7,1,1,0,0,0,0,2,0,1.0,5,5.0,2,0.0,0,0,3,1,0.0,5.0,4.0,0,0,0,2,4,1,3
168,11035047,32393038,4680,1,1,1,3,7,0,0,1,0,0,0,1.0,3,8.0,0,0.0,0,0,0,5,10.0,10.0,10.0,0,1,1,0,2,9,8
168,11035048,32706660,3120,2,0,5,1,0,0,2,0,0,0,0,1.0,5,5.0,2,0.0,0,1,2,5,10.0,0.0,1.0,0,0,0,4,1,0,0
168,11035049,32469794,4080,1,2,5,1,1,1,3,3,0,0,0,1.0,4,8.0,1,0.0,0,0,0,1,0.0,3.0,10.0,1,2,2,0,5,5,3
168,11035050,32462377,4680,1,5,7,1,1,0,2,1,0,0,0,1.0,6,8.0,1,0.0,0,0,0,1,4.0,4.0,10.0,1,1,1,0,2,5,3
168,11035051,32697602,2520,1,4,9,1,0,2,2,1,0,0,0,2.0,5,8.0,1,0.0,0,0,0,2,1.0,0.0,10.0,0,0,1,0,5,0,0
168,11035052,32537116,3240,1,3,4,3,6,0,0,1,0,0,0,2.0,2,8.0,0,0.0,0,0,0,3,10.0,0.0,2.0,0,0,1,0,3,9,9
168,11035055,32411495,3240,1,0,7,1,0,2,2,0,0,0,0,1.0,5,8.0,4,0.0,0,0,0,5,10.0,1.0,0.0,0,0,0,0,2,0,0
168,11035056,32636267,5880,1,0,7,3,1,1,1,3,0,1,0,1.0,5,8.0,1,0.0,0,0,1,5,10.0,3.0,0.0,2,2,2,1,2,2,1
168,11035057,32600779,9240,2,2,2,1,4,0,0,1,0,0,0,1.0,5,5.0,0,0.0,0,0,6,3,10.0,1.0,6.0,0,0,0,4,6,2,3
168,11035058,32841373,4920,4,3,3,1,3,1,3,3,0,0,0,1.0,5,5.0,2,0.0,0,0,4,1,0.0,5.0,1.0,1,1,2,5,8,3,0
168,11035059,32829084,4560,1,2,7,1,0,0,0,0,0,0,0,2.0,4,8.0,0,0.0,0,0,0,1,0.0,1.0,1.0,0,0,0,0,8,2,1
168,11035061,32806309,3000,2,0,1,3,5,1,1,1,0,0,0,1.0,5,5.0,1,0.0,0,0,2,5,10.0,10.0,10.0,0,1,1,1,4,8,9
168,11035062,32507860,4800,1,4,4,1,2,1,1,3,0,0,0,1.0,5,8.0,2,0.0,0,0,0,2,1.0,10.0,10.0,1,1,2,0,8,6,4
168,11035064,32384427,4440,1,3,3,1,3,0,3,7,0,0,0,1.0,5,8.0,2,0.0,0,0,0,3,10.0,10.0,10.0,2,2,3,0,3,7,5
168,11035066,32617377,4200,1,4,4,3,8,0,0,5,0,1,0,1.0,5,8.0,0,1.0,0,1,0,1,0.0,0.0,7.0,0,1,2,0,7,9,8
168,11035067,32865183,5400,1,0,0,1,3,1,1,1,0,1,0,1.0,5,8.0,4,0.0,0,0,1,5,10.0,10.0,10.0,0,0,1,0,1,6,3
168,11035068,32786605,5040,1,4,4,1,3,0,0,3,0,0,0,2.0,6,8.0,2,0.0,0,0,1,2,0.0,3.0,6.0,1,1,2,1,5,7,5
168,11035069,32697675,5760,1,0,0,1,2,1,1,0,0,0,0,1.0,5,8.0,2,0.0,0,0,1,5,10.0,4.0,10.0,0,0,0,2,7,5,5
168,11035071,32420063,4560,2,3,3,1,2,0,2,0,0,0,0,1.0,5,5.0,0,0.0,0,1,3,3,10.0,0.0,3.0,0,0,0,1,4,3,6
168,11035072,32701140,0,1,4,9,1,0,0,0,2,0,1,0,1.0,7,8.0,1,0.0,0,0,0,2,1.0,10.0,10.0,1,1,1,0,0,9,0
168,11035073,32876994,4200,1,3,4,1,2,0,0,3,0,0,0,1.0,4,8.0,0,0.0,0,0,0,3,10.0,10.0,10.0,0,1,1,1,7,7,7
168,11035074,32797381,2640,1,4,9,1,0,2,2,0,0,0,0,1.0,5,8.0,2,0.0,0,0,0,1,1.0,7.0,0.0,0,0,0,0,4,5,3
168,11035078,32602931,4080,1,0,4,3,2,3,3,2,0,0,0,1.0,5,8.0,1,0.0,0,0,0,5,10.0,0.0,1.0,1,1,1,1,5,6,6
168,11035079,32459322,5280,1,0,1,1,0,3,3,1,0,0,0,1.0,5,8.0,2,0.0,0,0,1,5,10.0,3.0,10.0,1,1,1,0,8,2,1
168,11035080,32727083,4080,1,4,6,1,1,1,1,2,0,0,0,2.0,5,8.0,0,0.0,0,0,0,1,1.0,1.0,4.0,0,1,1,0,3,5,4
168,11035081,32825795,3720,1,3,6,3,6,0,0,2,0,0,0,1.0,1,8.0,1,0.0,0,0,0,1,2.0,2.0,10.0,1,1,1,1,4,9,9
168,11035084,32561180,3840,1,5,8,6,8,1,1,2,0,1,0,1.0,3,8.0,1,0.0,0,0,0,1,0.0,0.0,3.0,0,0,0,0,8,9,9
168,11035085,32439200,6360,1,0,1,1,2,0,0,0,0,0,0,1.0,5,8.0,0,0.0,0,0,2,5,10.0,10.0,10.0,0,0,0,2,3,4,3
168,11035086,32392098,2760,2,3,8,3,4,3,3,4,0,0,0,2.0,5,5.0,1,0.0,0,1,2,1,1.0,3.0,10.0,0,2,2,0,4,7,9
168,11035087,32681186,4920,1,0,3,1,0,0,2,0,0,0,0,1.0,5,8.0,2,0.0,0,0,1,5,10.0,3.0,10.0,0,0,0,0,5,1,1
168,11035089,32692531,3480,1,3,7,1,0,1,3,2,0,0,0,1.0,3,8.0,3,0.0,0,0,0,3,10.0,0.0,4.0,0,0,1,0,0,4,2
168,11035091,32837222,7080,1,0,0,1,2,0,0,3,0,0,0,2.0,5,8.0,0,0.0,0,0,2,5,10.0,6.0,2.0,2,2,2,1,9,3,2
168,11035092,32386726,6600,2,4,4,1,2,0,0,0,0,0,0,1.0,5,5.0,0,0.0,0,0,5,2,0.0,10.0,10.0,0,0,0,5,8,1,7
168,11035093,32739125,3960,2,2,9,1,0,0,0,2,0,0,0,2.0,4,5.0,0,0.0,0,0,2,3,10.0,0.0,1.0,1,1,1,3,7,0,7
168,11035094,32517431,4920,4,3,4,1,2,1,2,3,0,0,0,2.0,5,5.0,0,0.0,0,0,3,1,2.0,3.0,2.0,1,1,1,1,8,3,6
168,11035096,32471416,4920,1,2,2,1,2,0,0,2,0,0,0,1.0,1,8.0,0,1.0,1,1,1,1,0.0,4.0,2.0,0,1,1,2,4,6,7
168,11035097,32830360,3360,1,4,8,1,1,0,1,2,0,0,0,2.0,5,8.0,3,0.0,0,0,0,1,0.0,2.0,10.0,1,1,1,0,2,5,4
168,11035099,32658567,5280,1,2,3,1,2,0,0,6,0,0,0,1.0,4,8.0,1,0.0,1,1,1,3,10.0,10.0,10.0,3,3,3,0,3,5,3
168,11035100,32715701,4920,1,5,5,1,3,0,0,3,0,1,0,1.0,5,8.0,2,0.0,0,0,1,2,2.0,3.0,4.0,1,2,2,0,8,8,6
168,11035101,32362936,4320,2,2,2,1,2,1,1,0,0,0,0,1.0,5,5.0,1,0.0,0,0,4,3,10.0,5.0,5.0,0,0,0,4,7,2,0
168,11035102,32890907,3840,3,4,8,1,0,0,0,1,0,0,0,1.0,5,6.0,0,0.0,0,0,1,3,10.0,2.0,1.0,0,0,0,1,6,1,5
168,11035103,32756908,4080,1,2,4,1,1,0,2,1,0,0,0,1.0,5,8.0,0,0.0,0,0,0,3,10.0,6.0,10.0,0,1,1,0,3,6,4
168,11035105,32538750,4680,1,3,4,1,3,0,0,3,0,1,0,1.0,5,8.0,0,0.0,0,0,0,1,0.0,0.0,5.0,1,1,2,0,4,7,6
168,11035106,32573689,4800,1,4,8,3,4,0,0,0,0,0,0,1.0,5,8.0,3,0.0,0,0,0,2,1.0,6.0,0.0,0,0,0,1,2,8,7
168,11035107,32818015,6720,1,2,2,1,5,0,0,1,0,0,0,1.0,5,8.0,0,0.0,0,0,2,2,0.0,8.0,4.0,0,0,0,2,8,7,6
168,11035109,32828194,4680,4,3,4,1,2,0,0,0,0,1,0,1.0,5,4.0,1,0.0,0,0,4,2,1.0,2.0,6.0,0,0,0,2,4,2,7
168,11035110,32372626,4080,1,4,9,1,0,0,0,2,0,0,0,1.0,5,8.0,2,0.0,0,1,0,2,2.0,0.0,1.0,1,1,1,0,0,0,0
168,11035111,32809500,8520,1,5,2,1,5,3,3,1,0,2,0,1.0,5,8.0,4,0.0,0,0,3,1,0.0,6.0,6.0,0,1,1,4,8,7,6
168,11035113,32749890,3360,1,2,4,3,7,0,0,3,0,0,0,1.0,5,8.0,1,0.0,0,0,0,3,10.0,10.0,10.0,1,1,1,0,0,9,8
168,11035114,32857841,6000,1,5,5,1,3,0,0,0,0,1,0,1.0,5,8.0,0,0.0,0,0,1,1,3.0,4.0,4.0,0,0,0,0,8,6,3
168,11035115,32410988,6840,3,4,8,1,0,0,0,6,0,0,0,1.0,5,5.0,1,0.0,0,0,5,1,0.0,4.0,10.0,1,1,2,6,0,0,8
168,11035116,32673005,3960,2,3,5,1,1,0,0,4,0,0,0,1.0,5,5.0,0,0.0,0,0,3,2,0.0,1.0,3.0,2,2,2,2,7,2,8
168,11035117,32525930,4800,2,4,6,1,2,0,0,2,0,0,0,1.0,6,5.0,2,0.0,0,0,4,2,0.0,2.0,4.0,1,1,1,2,9,2,7
168,11035118,32808858,4200,1,3,8,1,0,2,2,4,0,0,0,1.0,5,8.0,0,0.0,0,0,0,1,0.0,4.0,10.0,0,0,2,1,8,3,3
168,11035120,32745847,4200,4,4,8,1,0,0,0,1,0,0,0,1.0,5,5.0,1,0.0,0,0,2,1,4.0,2.0,1.0,1,1,1,2,6,1,7
168,11035122,32518770,5040,1,4,8,1,0,4,4,1,0,0,0,1.0,4,8.0,1,0.0,0,0,1,1,1.0,0.0,2.0,1,1,1,1,3,2,1
168,11035123,32541508,9360,1,2,1,1,5,0,2,4,0,0,0,1.0,5,8.0,0,0.0,0,0,4,1,0.0,6.0,4.0,1,1,1,3,3,6,4
168,11035126,32692950,5760,1,3,5,1,1,1,1,2,0,0,0,2.0,5,8.0,1,1.0,0,1,1,3,10.0,10.0,10.0,1,1,1,3,2,3,4
168,11035129,32371493,6600,1,4,8,6,8,0,0,2,0,0,0,1.0,6,8.0,0,0.0,0,0,2,1,4.0,1.0,10.0,1,1,1,2,4,9,8
168,11035131,32434845,4920,1,3,8,1,0,0,0,2,0,0,0,1.0,4,8.0,0,0.0,0,0,1,3,10.0,10.0,10.0,1,1,1,1,2,2,1
168,11035132,32585414,5160,1,4,7,1,1,0,0,2,0,0,0,2.0,1,8.0,2,0.0,0,0,1,2,0.0,2.0,2.0,0,1,1,1,8,3,2
168,11035133,32869887,1680,1,2,9,1,0,4,4,1,0,0,0,1.0,4,8.0,0,0.0,0,0,0,3,10.0,0.0,1.0,0,1,1,0,4,4,3
168,11035134,32499305,3960,1,3,7,1,0,0,0,0,0,0,0,1.0,4,8.0,1,0.0,0,0,0,2,0.0,5.0,1.0,0,0,0,1,9,3,3
168,11035136,32619971,3960,2,2,2,3,7,1,1,0,0,0,0,1.0,1,5.0,1,0.0,0,0,4,1,0.0,0.0,6.0,0,0,0,5,5,8,0
168,11035138,32687169,5880,1,5,6,3,7,0,0,0,0,1,0,1.0,5,8.0,0,0.0,0,0,1,1,1.0,4.0,5.0,0,0,0,2,0,9,8
168,11035141,32656248,9120,2,2,2,1,5,0,0,4,0,1,0,1.0,5,5.0,3,0.0,0,0,6,3,10.0,1.0,6.0,0,0,0,5,1,3,5
168,11035143,32817982,5400,1,3,4,3,7,0,0,4,0,0,0,2.0,5,8.0,2,0.0,0,0,1,2,0.0,6.0,0.0,1,2,2,2,3,8,8
168,11035144,32363357,8760,1,2,8,1,0,0,2,3,1,0,0,2.0,5,8.0,3,0.0,0,0,3,3,10.0,10.0,10.0,0,2,2,2,3,0,0
168,11035145,32861752,4680,1,5,8,1,1,0,0,2,0,0,0,1.0,5,8.0,1,0.0,0,0,0,2,2.0,1.0,3.0,1,1,1,1,8,4,4
168,11035146,32393434,5040,1,5,8,1,1,1,1,6,0,1,0,2.0,5,8.0,0,0.0,0,0,1,1,2.0,7.0,0.0,1,2,2,0,9,3,2
168,11035147,32792341,0,1,2,4,1,1,0,0,4,0,0,0,1.0,7,8.0,1,1.0,0,0,0,4,10.0,0.0,2.0,1,1,1,0,0,9,0
168,11035149,32637186,2400,2,0,1,6,8,2,4,0,0,1,0,1.0,5,5.0,1,0.0,0,0,3,5,10.0,0.0,2.0,0,0,0,2,5,8,0
168,11035150,32806649,7200,1,3,8,1,0,1,1,1,0,0,0,1.0,5,8.0,2,0.0,0,0,2,3,10.0,10.0,10.0,1,1,1,3,5,1,1
168,11035151,32551750,3720,3,0,4,3,2,0,0,1,0,0,0,1.0,5,5.0,0,0.0,0,0,1,5,10.0,10.0,10.0,0,0,0,3,0,4,9
168,11035152,32517916,4800,1,4,5,1,2,0,0,0,0,0,0,1.0,4,8.0,1,0.0,0,0,0,2,4.0,10.0,10.0,0,0,0,1,8,6,5
168,11035153,32841618,6480,2,3,3,1,3,1,1,1,0,1,0,1.0,6,5.0,0,0.0,0,0,4,2,1.0,10.0,10.0,1,1,1,4,8,3,7
168,11035156,32549765,5520,1,3,6,3,6,2,4,1,0,2,0,2.0,5,8.0,1,0.0,0,0,1,2,0.0,7.0,10.0,1,1,1,1,8,8,8
167,11035157,32780827,3720,1,5,9,1,0,0,0,3,0,0,0,1.0,2,8.0,0,0.0,0,0,0,1,4.0,10.0,10.0,1,2,2,0,5,1,1
167,11035159,32488068,4680,1,2,3,1,1,2,2,2,0,0,0,1.0,5,8.0,1,0.0,0,0,0,3,10.0,1.0,4.0,0,1,1,0,5,5,2
167,11035160,32430891,5280,2,1,2,1,1,0,0,6,0,0,0,1.0,6,5.0,1,0.0,0,0,4,5,10.0,4.0,2.0,1,3,3,2,8,2,5
167,11035161,32654097,4800,1,3,5,1,2,0,0,0,0,1,0,2.0,5,8.0,0,0.0,0,0,0,2,0.0,2.0,10.0,0,0,0,0,4,5,3
167,11035163,32845089,4920,2,0,3,1,0,0,0,1,0,0,0,1.0,5,5.0,4,0.0,0,0,2,5,10.0,8.0,0.0,1,1,1,1,2,0,1
167,11035164,32743051,5160,1,0,0,1,1,4,4,0,0,0,0,1.0,2,8.0,1,0.0,0,0,1,5,10.0,10.0,10.0,0,0,0,1,4,4,4
167,11035166,32784815,5880,1,5,4,1,4,2,2,1,0,0,0,2.0,5,8.0,2,0.0,0,0,1,2,3.0,0.0,10.0,0,1,1,1,5,7,5
167,11035167,32654104,7440,1,2,1,1,4,0,0,0,0,0,0,1.0,5,8.0,0,0.0,0,0,3,3,10.0,6.0,3.0,0,0,0,3,5,6,5
167,11035168,32802610,4680,4,4,4,1,3,0,0,0,0,1,0,1.0,5,5.0,0,0.0,0,0,4,2,0.0,10.0,10.0,0,0,0,5,9,3,0
167,11035169,32883616,4560,3,5,8,1,1,2,4,3,0,0,0,1.0,6,5.0,4,0.0,0,0,3,2,1.0,9.0,10.0,0,1,2,4,0,1,9
167,11035171,32860480,4920,1,0,3,1,0,0,0,0,0,0,0,2.0,5,8.0,1,0.0,0,0,1,5,10.0,1.0,1.0,0,0,0,1,2,1,1
167,11035172,32374463,5160,1,4,5,6,9,0,1,0,0,0,0,1.0,5,8.0,2,0.0,0,0,1,1,1.0,2.0,10.0,0,0,0,0,9,9,9
167,11035174,32626290,5160,1,4,6,1,1,0,0,3,0,0,0,1.0,5,8.0,1,0.0,0,0,1,2,2.0,1.0,3.0,1,2,2,2,9,4,5
167,11035175,32891694,3840,1,2,8,3,2,1,1,1,0,0,0,1.0,5,8.0,3,0.0,0,0,0,3,10.0,2.0,10.0,0,0,0,0,8,8,6
167,11035176,32475061,5520,1,4,5,3,7,0,0,0,0,0,0,1.0,4,8.0,0,0.0,0,0,1,2,0.0,2.0,10.0,0,0,0,1,4,9,8
167,11035177,32818971,0,2,4,8,3,5,2,2,3,0,0,0,1.0,7,5.0,0,0.0,0,0,1,1,1.0,0.0,4.0,0,1,2,4,0,8,0
167,11035181,32626657,3840,1,2,6,1,0,2,2,2,0,0,0,1.0,5,8.0,3,0.0,0,0,0,3,10.0,2.0,2.0,1,1,1,0,5,4,2
167,11035182,32767813,5040,1,0,0,1,1,1,2,5,0,0,0,1.0,5,8.0,1,0.0,0,0,1,5,10.0,10.0,10.0,1,2,2,1,2,4,4
167,11035183,32529734,5160,1,0,2,1,1,0,0,0,0,0,0,1.0,5,8.0,0,0.0,0,0,1,5,10.0,7.0,0.0,0,0,0,1,7,3,2
167,11035184,32583967,4320,1,0,3,3,1,0,0,1,0,0,0,2.0,6,8.0,0,0.0,0,0,0,5,10.0,2.0,0.0,1,1,1,0,5,5,4
167,11035186,32364743,5280,1,2,5,1,0,0,0,0,0,0,0,1.0,5,8.0,1,0.0,0,0,1,4,10.0,5.0,1.0,0,0,0,0,1,2,1
167,11035188,32652733,4560,3,2,4,1,1,0,0,4,0,0,0,1.0,2,4.0,0,0.0,0,0,2,3,10.0,3.0,2.0,0,1,2,2,3,2,7
167,11035189,32613326,3360,1,4,7,1,1,4,4,3,0,0,0,2.0,5,8.0,1,0.0,0,1,0,1,4.0,0.0,10.0,1,2,2,0,0,7,5
167,11035190,32544489,0,1,2,1,1,6,2,2,3,0,0,0,1.0,7,8.0,1,1.0,0,1,0,4,10.0,10.0,10.0,0,1,1,4,0,9,0
167,11035191,32494542,4680,1,4,7,1,2,0,2,1,0,0,0,1.0,5,8.0,2,0.0,0,0,0,2,0.0,10.0,10.0,0,1,1,1,4,5,5
167,11035193,32700312,3600,1,2,5,6,8,0,0,1,0,1,0,1.0,5,8.0,0,0.0,0,0,0,3,10.0,2.0,2.0,0,1,1,1,5,9,9
167,11035194,32639284,4320,1,4,4,1,3,0,0,0,0,0,0,1.0,5,8.0,0,0.0,0,0,0,3,10.0,4.0,5.0,0,0,0,1,9,7,7
167,11035195,32444860,4440,1,4,6,1,2,1,3,0,0,1,0,2.0,5,8.0,2,0.0,0,0,0,1,2.0,1.0,5.0,0,0,0,0,8,5,4
167,11035198,32527041,4800,1,4,4,1,3,0,0,2,0,0,0,1.0,5,8.0,0,0.0,0,0,0,1,2.0,1.0,6.0,0,1,1,1,8,8,7
167,11035199,32635292,5640,1,3,7,1,0,1,1,0,0,2,0,1.0,5,8.0,1,0.0,0,0,1,1,0.0,10.0,10.0,0,0,0,1,4,2,1
167,11035200,32851863,4080,2,2,4,1,1,2,2,1,0,0,0,1.0,5,4.0,1,0.0,0,0,2,1,0.0,3.0,3.0,1,1,1,0,3,3,5
167,11035201,32816941,3600,1,2,8,1,0,0,0,3,0,0,0,2.0,5,8.0,2,0.0,0,0,0,3,10.0,10.0,10.0,0,1,2,0,7,1,0
