MOB,ID,customer_id,Var1,Var4,Var5,Var6,Var7,Var15,Var16,Var24,Var29,Var30,Var3,Var11,Var12,Var14,target,Var27,Var28,income,loan_desc,Var8_q,Var25_q,Var26_q,Var20_1,Var21_1,Var22_1,Var23_1,Var17_1,working_months_1,ii_ratio,idi_ratio
9,11034996,32829423,1,3,4,6,8,0,0,0,0,0,1.0,4,8.0,1,0.0,0,0,0,3,10.0,10.0,10.0,0,0,0,0,0,3,9,9
9,11034999,32717320,1,3,7,3,4,0,0,0,1,0,1.0,3,8.0,0,0.0,0,0,0,3,10.0,10.0,10.0,0,0,0,1,0,3,9,6
9,11035000,32497797,1,0,2,3,4,1,1,0,0,0,1.0,4,8.0,3,0.0,0,0,0,5,10.0,1.0,0.0,0,2,2,2,0,8,6,6
9,11035001,32483273,1,0,2,1,0,0,0,0,0,0,1.0,4,8.0,0,0.0,0,0,0,5,10.0,0.0,10.0,0,0,1,1,0,5,3,6
9,11035002,32681074,1,3,4,1,2,2,3,0,0,0,1.0,4,8.0,3,0.0,0,0,0,1,0.0,10.0,10.0,0,1,1,2,1,0,6,6
9,11035003,32551532,1,0,4,1,0,0,2,0,0,0,1.0,4,8.0,3,0.0,0,0,0,5,10.0,0.0,0.0,1,1,1,1,0,7,0,1
9,11035004,32619381,1,0,0,1,3,0,2,0,0,0,1.0,4,8.0,1,0.0,0,0,1,5,10.0,0.0,10.0,0,0,0,0,1,7,6,6
9,11035005,32581909,1,3,4,1,1,0,0,0,0,0,1.0,4,8.0,1,0.0,0,0,1,3,10.0,1.0,10.0,1,1,1,1,1,3,0,1
9,11035006,32869375,1,3,9,3,3,2,2,0,0,0,1.0,4,8.0,0,0.0,0,0,0,1,0.0,3.0,0.0,0,0,0,0,0,4,6,6
9,11035007,32489358,1,0,1,1,1,4,4,0,0,0,1.0,4,8.0,0,0.0,0,0,1,5,10.0,3.0,0.0,0,1,1,1,1,0,3,2
9,11035008,32409694,1,3,2,1,5,0,0,0,0,0,1.0,4,8.0,0,0.0,0,0,1,1,0.0,5.0,7.0,1,1,1,1,3,7,6,6
9,11035012,32583573,2,3,7,1,0,1,1,0,0,0,1.0,4,4.0,1,0.0,0,0,1,1,0.0,5.0,0.0,0,0,1,1,3,1,0,9
9,11035013,32782963,1,3,9,1,0,1,1,0,0,0,1.0,4,8.0,0,0.0,0,0,0,1,0.0,10.0,10.0,0,0,0,0,1,0,0,2
9,11035016,32467282,2,0,4,1,2,0,0,0,2,0,1.0,4,4.0,1,0.0,0,0,1,4,10.0,1.0,0.0,0,0,0,1,1,3,0,3
9,11035017,32873534,4,0,7,1,0,1,1,0,0,0,1.0,4,4.0,1,0.0,0,0,1,3,10.0,0.0,10.0,2,2,2,2,5,5,0,2
9,11035020,32454722,1,3,4,6,9,0,2,0,0,0,1.0,1,8.0,0,0.0,0,0,0,1,0.0,1.0,10.0,0,0,1,2,0,2,9,9
9,11035021,32642318,1,3,4,1,2,2,3,0,0,0,1.0,4,8.0,3,0.0,0,0,0,1,0.0,1.0,0.0,0,1,1,1,1,9,6,6
9,11035022,32475127,1,0,4,1,1,2,2,0,0,0,1.0,4,8.0,3,0.0,0,1,0,3,10.0,1.0,0.0,0,1,1,1,0,4,3,3
9,11035024,32770311,1,3,1,1,6,0,0,0,0,0,1.0,4,8.0,1,0.0,0,0,1,1,0.0,0.0,7.0,0,0,0,1,3,9,6,6
9,11035025,32613129,1,0,1,3,9,0,0,0,0,0,1.0,4,8.0,0,0.0,0,0,1,3,10.0,3.0,0.0,0,0,1,1,1,5,9,6
9,11035026,32696646,1,3,9,1,0,1,1,0,1,0,1.0,4,8.0,1,0.0,0,0,0,3,10.0,0.0,10.0,0,0,1,1,0,6,3,1
9,11035027,32376027,1,3,4,1,1,3,5,0,0,0,1.0,4,8.0,1,0.0,0,0,1,1,0.0,1.0,10.0,0,1,1,1,1,9,3,3
9,11035028,32881974,1,3,4,1,2,1,1,0,0,0,1.0,4,8.0,1,0.0,0,0,0,1,0.0,0.0,10.0,2,2,2,2,0,5,6,3
9,11035029,32635357,1,3,7,3,5,0,0,0,0,0,1.0,4,8.0,0,0.0,0,0,0,1,0.0,10.0,0.0,0,1,1,2,0,6,9,6
9,11035032,32613786,2,0,0,1,2,1,1,0,0,0,1.0,4,4.0,1,0.0,0,0,1,5,10.0,3.0,0.0,0,0,1,1,2,7,0,3
9,11035034,32479807,1,0,4,1,2,0,0,0,2,0,1.0,4,8.0,3,0.0,0,0,1,3,10.0,0.0,0.0,1,1,1,1,0,9,3,2
9,11035035,32454709,1,0,1,1,4,1,1,0,0,0,1.0,4,8.0,1,0.0,0,0,1,4,10.0,9.0,0.0,2,2,2,2,5,4,3,3
9,11035036,32486590,1,0,7,1,0,1,1,0,0,0,1.0,4,8.0,1,0.0,0,0,0,3,10.0,3.0,10.0,0,0,0,1,0,4,3,1
9,11035037,32644863,1,0,7,1,0,0,0,0,0,0,1.0,4,8.0,0,0.0,0,0,0,3,10.0,0.0,0.0,0,0,0,0,1,7,0,1
9,11035038,32799086,1,0,2,1,4,0,0,0,0,0,1.0,4,8.0,0,0.0,0,0,1,3,10.0,1.0,10.0,0,0,0,0,2,5,6,6
9,11035039,32737220,1,3,7,1,1,0,1,0,0,0,1.0,4,8.0,1,0.0,0,0,0,1,0.0,0.0,0.0,2,2,2,2,0,6,3,3
9,11035040,32686453,1,3,7,3,6,0,0,0,0,0,1.0,4,8.0,1,0.0,0,0,0,1,0.0,10.0,10.0,0,2,2,2,0,3,9,6
9,11035041,32716361,2,3,4,1,1,1,1,0,0,0,1.0,4,4.0,0,0.0,0,0,1,3,10.0,1.0,10.0,1,1,1,1,1,7,0,6
9,11035042,32569803,1,3,7,3,4,0,0,0,0,0,1.0,1,8.0,3,0.0,0,0,1,1,0.0,10.0,10.0,0,0,0,0,2,8,6,6
9,11035044,32739304,1,0,4,1,0,3,3,0,0,0,1.0,7,8.0,1,1.0,0,0,0,5,10.0,10.0,10.0,0,1,1,1,0,0,9,0
9,11035045,32641545,1,3,7,1,0,0,0,0,0,0,1.0,3,8.0,0,0.0,0,0,0,3,10.0,3.0,0.0,1,1,1,1,0,2,3,1
9,11035046,32735482,2,3,7,1,1,0,0,0,2,0,1.0,4,4.0,1,0.0,0,0,1,1,0.0,5.0,0.0,0,0,0,0,1,4,0,3
9,11035047,32393038,1,0,1,3,7,0,0,0,0,0,1.0,3,8.0,0,0.0,0,0,0,5,10.0,10.0,10.0,0,1,1,1,0,2,9,6
9,11035048,32706660,2,0,4,1,0,0,2,0,0,0,1.0,4,4.0,1,0.0,0,1,1,5,10.0,0.0,0.0,0,0,0,0,3,1,0,0
9,11035049,32469794,1,0,4,1,1,1,3,0,0,0,1.0,4,8.0,1,0.0,0,0,0,1,0.0,3.0,10.0,1,2,2,2,0,5,3,3
9,11035050,32462377,1,3,7,1,1,0,2,0,0,0,1.0,4,8.0,1,0.0,0,0,0,1,3.0,3.0,10.0,1,1,1,1,0,2,3,3
9,11035051,32697602,1,3,9,1,0,2,2,0,0,0,1.0,4,8.0,1,0.0,0,0,0,1,0.0,0.0,10.0,0,0,1,1,0,5,0,0
9,11035052,32537116,1,3,4,3,6,0,0,0,0,0,1.0,2,8.0,0,0.0,0,0,0,3,10.0,0.0,0.0,0,0,1,1,0,3,9,9
9,11035055,32411495,1,0,7,1,0,2,2,0,0,0,1.0,4,8.0,3,0.0,0,0,0,5,10.0,1.0,0.0,0,0,0,0,0,2,0,0
9,11035056,32636267,1,0,7,3,1,1,1,0,1,0,1.0,4,8.0,1,0.0,0,0,1,5,10.0,3.0,0.0,2,2,2,2,1,2,0,1
9,11035057,32600779,2,0,2,1,4,0,0,0,0,0,1.0,4,4.0,0,0.0,0,0,6,3,10.0,1.0,0.0,0,0,0,1,3,6,0,3
9,11035058,32841373,4,3,2,1,3,1,3,0,0,0,1.0,4,4.0,1,0.0,0,0,1,1,0.0,5.0,0.0,1,1,2,2,5,8,3,0
9,11035059,32829084,1,0,7,1,0,0,0,0,0,0,1.0,4,8.0,0,0.0,0,0,0,1,0.0,1.0,0.0,0,0,0,0,0,8,0,1
9,11035061,32806309,2,0,1,3,5,1,1,0,0,0,1.0,4,4.0,1,0.0,0,0,1,5,10.0,10.0,10.0,0,1,1,1,1,4,6,9
9,11035062,32507860,1,3,4,1,2,1,1,0,0,0,1.0,4,8.0,1,0.0,0,0,0,1,0.0,10.0,10.0,1,1,2,2,0,8,6,3
9,11035064,32384427,1,3,2,1,3,0,3,0,0,0,1.0,4,8.0,1,0.0,0,0,0,3,10.0,10.0,10.0,2,2,3,3,0,3,6,3
9,11035066,32617377,1,3,4,3,8,0,0,0,1,0,1.0,4,8.0,0,1.0,0,1,0,1,0.0,0.0,7.0,0,1,2,2,0,7,9,6
9,11035067,32865183,1,0,0,1,3,1,1,0,1,0,1.0,4,8.0,3,0.0,0,0,1,5,10.0,10.0,10.0,0,0,1,1,0,1,6,3
9,11035068,32786605,1,3,4,1,3,0,0,0,0,0,1.0,4,8.0,1,0.0,0,0,1,1,0.0,3.0,0.0,1,1,2,2,1,5,6,3
9,11035069,32697675,1,0,0,1,2,1,1,0,0,0,1.0,4,8.0,1,0.0,0,0,1,5,10.0,3.0,10.0,0,0,0,0,1,7,3,3
9,11035071,32420063,2,3,2,1,2,0,2,0,0,0,1.0,4,4.0,0,0.0,0,1,1,3,10.0,0.0,0.0,0,0,0,0,1,4,3,6
9,11035072,32701140,1,3,9,1,0,0,0,0,1,0,1.0,7,8.0,1,0.0,0,0,0,1,0.0,10.0,10.0,1,1,1,1,0,0,9,0
9,11035073,32876994,1,3,4,1,2,0,0,0,0,0,1.0,4,8.0,0,0.0,0,0,0,3,10.0,10.0,10.0,0,1,1,2,1,7,6,6
9,11035074,32797381,1,3,9,1,0,2,2,0,0,0,1.0,4,8.0,1,0.0,0,0,0,1,0.0,7.0,0.0,0,0,0,0,0,4,3,3
9,11035078,32602931,1,0,4,3,2,3,3,0,0,0,1.0,4,8.0,1,0.0,0,0,0,5,10.0,0.0,0.0,1,1,1,1,1,5,6,6
9,11035079,32459322,1,0,1,1,0,3,3,0,0,0,1.0,4,8.0,1,0.0,0,0,1,5,10.0,3.0,10.0,1,1,1,1,0,8,0,1
9,11035080,32727083,1,3,4,1,1,1,1,0,0,0,1.0,4,8.0,0,0.0,0,0,0,1,0.0,1.0,0.0,0,1,1,1,0,3,3,3
9,11035081,32825795,1,3,4,3,6,0,0,0,0,0,1.0,1,8.0,1,0.0,0,0,0,1,0.0,1.0,10.0,1,1,1,1,1,4,9,9
9,11035084,32561180,1,3,7,6,8,1,1,0,1,0,1.0,3,8.0,1,0.0,0,0,0,1,0.0,0.0,0.0,0,0,0,1,0,8,9,9
9,11035085,32439200,1,0,1,1,2,0,0,0,0,0,1.0,4,8.0,0,0.0,0,0,1,5,10.0,10.0,10.0,0,0,0,0,1,3,3,3
9,11035086,32392098,2,3,7,3,4,3,3,0,0,0,1.0,4,4.0,1,0.0,0,1,1,1,0.0,3.0,10.0,0,2,2,2,0,4,6,9
9,11035087,32681186,1,0,2,1,0,0,2,0,0,0,1.0,4,8.0,1,0.0,0,0,1,5,10.0,3.0,10.0,0,0,0,0,0,5,0,1
9,11035089,32692531,1,3,7,1,0,1,3,0,0,0,1.0,3,8.0,3,0.0,0,0,0,3,10.0,0.0,0.0,0,0,1,1,0,0,3,2
9,11035091,32837222,1,0,0,1,2,0,0,0,0,0,1.0,4,8.0,0,0.0,0,0,1,5,10.0,5.0,0.0,2,2,2,2,1,9,3,2
9,11035092,32386726,2,3,4,1,2,0,0,0,0,0,1.0,4,4.0,0,0.0,0,0,5,1,0.0,10.0,10.0,0,0,0,0,5,8,0,6
9,11035093,32739125,2,0,9,1,0,0,0,0,0,0,1.0,4,4.0,0,0.0,0,0,1,3,10.0,0.0,0.0,1,1,1,1,2,7,0,6
9,11035094,32517431,4,3,4,1,2,1,2,0,0,0,1.0,4,4.0,0,0.0,0,0,1,1,0.0,3.0,0.0,1,1,1,2,1,8,3,6
9,11035096,32471416,1,0,2,1,2,0,0,0,0,0,1.0,1,8.0,0,1.0,1,1,1,1,0.0,3.0,0.0,0,1,1,1,1,4,6,6
9,11035097,32830360,1,3,7,1,1,0,1,0,0,0,1.0,4,8.0,3,0.0,0,0,0,1,0.0,1.0,10.0,1,1,1,1,0,2,3,3
9,11035099,32658567,1,0,2,1,2,0,0,0,0,0,1.0,4,8.0,1,0.0,1,1,1,3,10.0,10.0,10.0,3,3,3,3,0,3,3,3
9,11035100,32715701,1,3,4,1,3,0,0,0,1,0,1.0,4,8.0,1,0.0,0,0,1,1,0.0,3.0,0.0,1,2,2,2,0,8,6,6
9,11035101,32362936,2,0,2,1,2,1,1,0,0,0,1.0,4,4.0,1,0.0,0,0,1,3,10.0,5.0,0.0,0,0,0,0,3,7,0,0
9,11035102,32890907,3,3,7,1,0,0,0,0,0,0,1.0,4,4.0,0,0.0,0,0,1,3,10.0,1.0,0.0,0,0,0,1,1,6,0,3
9,11035103,32756908,1,0,4,1,1,0,2,0,0,0,1.0,4,8.0,0,0.0,0,0,0,3,10.0,5.0,10.0,0,1,1,1,0,3,6,3
9,11035105,32538750,1,3,4,1,3,0,0,0,1,0,1.0,4,8.0,0,0.0,0,0,0,1,0.0,0.0,0.0,1,1,2,2,0,4,6,6
9,11035106,32573689,1,3,7,3,4,0,0,0,0,0,1.0,4,8.0,3,0.0,0,0,0,1,0.0,5.0,0.0,0,0,0,0,1,2,6,6
9,11035107,32818015,1,0,2,1,5,0,0,0,0,0,1.0,4,8.0,0,0.0,0,0,1,1,0.0,7.0,0.0,0,0,0,1,1,8,6,6
9,11035109,32828194,4,3,4,1,2,0,0,0,1,0,1.0,4,4.0,1,0.0,0,0,1,1,0.0,1.0,0.0,0,0,0,0,1,4,0,6
9,11035110,32372626,1,3,9,1,0,0,0,0,0,0,1.0,4,8.0,1,0.0,0,1,0,1,0.0,0.0,0.0,1,1,1,1,0,0,0,0
9,11035111,32809500,1,3,2,1,5,3,3,0,2,0,1.0,4,8.0,3,0.0,0,0,1,1,0.0,5.0,0.0,0,1,1,1,3,8,6,6
9,11035113,32749890,1,0,4,3,7,0,0,0,0,0,1.0,4,8.0,1,0.0,0,0,0,3,10.0,10.0,10.0,1,1,1,2,0,0,9,6
9,11035114,32857841,1,3,4,1,3,0,0,0,1,0,1.0,4,8.0,0,0.0,0,0,1,1,3.0,3.0,0.0,0,0,0,0,0,8,6,3
9,11035115,32410988,3,3,7,1,0,0,0,0,0,0,1.0,4,4.0,1,0.0,0,0,5,1,0.0,3.0,10.0,1,1,2,3,5,0,0,6
9,11035116,32673005,2,3,4,1,1,0,0,0,0,0,1.0,4,4.0,0,0.0,0,0,1,1,0.0,1.0,0.0,2,2,2,2,1,7,0,6
9,11035117,32525930,2,3,4,1,2,0,0,0,0,0,1.0,4,4.0,1,0.0,0,0,1,1,0.0,1.0,0.0,1,1,1,1,1,9,0,6
9,11035118,32808858,1,3,7,1,0,2,2,0,0,0,1.0,4,8.0,0,0.0,0,0,0,1,0.0,3.0,10.0,0,0,2,2,1,8,3,3
9,11035120,32745847,4,3,7,1,0,0,0,0,0,0,1.0,4,4.0,1,0.0,0,0,1,1,3.0,1.0,0.0,1,1,1,1,1,6,0,6
9,11035122,32518770,1,3,7,1,0,4,4,0,0,0,1.0,4,8.0,1,0.0,0,0,1,1,0.0,0.0,0.0,1,1,1,1,1,3,0,1
9,11035123,32541508,1,0,1,1,5,0,2,0,0,0,1.0,4,8.0,0,0.0,0,0,1,1,0.0,5.0,0.0,1,1,1,2,2,3,6,3
9,11035126,32692950,1,3,4,1,1,1,1,0,0,0,1.0,4,8.0,1,1.0,0,1,1,3,10.0,10.0,10.0,1,1,1,1,2,2,3,3
9,11035129,32371493,1,3,7,6,8,0,0,0,0,0,1.0,4,8.0,0,0.0,0,0,1,1,3.0,1.0,10.0,1,1,1,1,1,4,9,6
9,11035131,32434845,1,3,7,1,0,0,0,0,0,0,1.0,4,8.0,0,0.0,0,0,1,3,10.0,10.0,10.0,1,1,1,1,1,2,0,1
9,11035132,32585414,1,3,7,1,1,0,0,0,0,0,1.0,1,8.0,1,0.0,0,0,1,1,0.0,1.0,0.0,0,1,1,1,1,8,3,2
9,11035133,32869887,1,0,9,1,0,4,4,0,0,0,1.0,4,8.0,0,0.0,0,0,0,3,10.0,0.0,0.0,0,1,1,1,0,4,3,3
9,11035134,32499305,1,3,7,1,0,0,0,0,0,0,1.0,4,8.0,1,0.0,0,0,0,1,0.0,5.0,0.0,0,0,0,0,1,9,3,3
9,11035136,32619971,2,0,2,3,7,1,1,0,0,0,1.0,1,4.0,1,0.0,0,0,1,1,0.0,0.0,0.0,0,0,0,0,5,5,6,0
9,11035138,32687169,1,3,4,3,7,0,0,0,1,0,1.0,4,8.0,0,0.0,0,0,1,1,0.0,3.0,0.0,0,0,0,0,1,0,9,6
9,11035141,32656248,2,0,2,1,5,0,0,0,1,0,1.0,4,4.0,3,0.0,0,0,6,3,10.0,1.0,0.0,0,0,0,2,5,1,3,3
9,11035143,32817982,1,3,4,3,7,0,0,0,0,0,1.0,4,8.0,1,0.0,0,0,1,1,0.0,5.0,0.0,1,2,2,2,1,3,6,6
9,11035144,32363357,1,0,7,1,0,0,2,1,0,0,1.0,4,8.0,3,0.0,0,0,1,3,10.0,10.0,10.0,0,2,2,2,1,3,0,0
9,11035145,32861752,1,3,7,1,1,0,0,0,0,0,1.0,4,8.0,1,0.0,0,0,0,1,0.0,1.0,0.0,1,1,1,1,1,8,3,3
9,11035146,32393434,1,3,7,1,1,1,1,0,1,0,1.0,4,8.0,0,0.0,0,0,1,1,0.0,7.0,0.0,1,2,2,3,0,9,3,2
9,11035147,32792341,1,0,4,1,1,0,0,0,0,0,1.0,7,8.0,1,1.0,0,0,0,4,10.0,0.0,0.0,1,1,1,2,0,0,9,0
9,11035149,32637186,2,0,1,6,8,2,4,0,1,0,1.0,4,4.0,1,0.0,0,0,1,5,10.0,0.0,0.0,0,0,0,0,1,5,6,0
9,11035150,32806649,1,3,7,1,0,1,1,0,0,0,1.0,4,8.0,1,0.0,0,0,1,3,10.0,10.0,10.0,1,1,1,1,2,5,0,1
9,11035151,32551750,3,0,4,3,2,0,0,0,0,0,1.0,4,4.0,0,0.0,0,0,1,5,10.0,10.0,10.0,0,0,0,1,2,0,3,9
9,11035152,32517916,1,3,4,1,2,0,0,0,0,0,1.0,4,8.0,1,0.0,0,0,0,1,3.0,10.0,10.0,0,0,0,0,1,8,6,3
9,11035153,32841618,2,3,2,1,3,1,1,0,1,0,1.0,4,4.0,0,0.0,0,0,1,1,0.0,10.0,10.0,1,1,1,1,3,8,3,6
9,11035156,32549765,1,3,4,3,6,2,4,0,2,0,1.0,4,8.0,1,0.0,0,0,1,1,0.0,7.0,10.0,1,1,1,1,1,8,6,6
9,11035157,32780827,1,3,9,1,0,0,0,0,0,0,1.0,2,8.0,0,0.0,0,0,0,1,3.0,10.0,10.0,1,2,2,2,0,5,0,1
9,11035159,32488068,1,0,2,1,1,2,2,0,0,0,1.0,4,8.0,1,0.0,0,0,0,3,10.0,1.0,0.0,0,1,1,1,0,5,3,2
9,11035160,32430891,2,0,2,1,1,0,0,0,0,0,1.0,4,4.0,1,0.0,0,0,1,5,10.0,3.0,0.0,1,3,3,3,1,8,0,3
9,11035161,32654097,1,3,4,1,2,0,0,0,1,0,1.0,4,8.0,0,0.0,0,0,0,1,0.0,1.0,10.0,0,0,0,0,0,4,3,3
9,11035163,32845089,2,0,2,1,0,0,0,0,0,0,1.0,4,4.0,3,0.0,0,0,1,5,10.0,7.0,0.0,1,1,1,1,1,2,0,1
9,11035164,32743051,1,0,0,1,1,4,4,0,0,0,1.0,2,8.0,1,0.0,0,0,1,5,10.0,10.0,10.0,0,0,0,0,1,4,3,3
9,11035166,32784815,1,3,4,1,4,2,2,0,0,0,1.0,4,8.0,1,0.0,0,0,1,1,3.0,0.0,10.0,0,1,1,1,1,5,6,3
9,11035167,32654104,1,0,1,1,4,0,0,0,0,0,1.0,4,8.0,0,0.0,0,0,1,3,10.0,5.0,0.0,0,0,0,0,2,5,6,3
9,11035168,32802610,4,3,4,1,3,0,0,0,1,0,1.0,4,4.0,0,0.0,0,0,1,1,0.0,10.0,10.0,0,0,0,0,5,9,3,0
9,11035169,32883616,3,3,7,1,1,2,4,0,0,0,1.0,4,4.0,3,0.0,0,0,1,1,0.0,9.0,10.0,0,1,2,2,3,0,0,9
9,11035171,32860480,1,0,2,1,0,0,0,0,0,0,1.0,4,8.0,1,0.0,0,0,1,5,10.0,1.0,0.0,0,0,0,0,1,2,0,1
9,11035172,32374463,1,3,4,6,9,0,1,0,0,0,1.0,4,8.0,1,0.0,0,0,1,1,0.0,1.0,10.0,0,0,0,0,0,9,9,9
9,11035174,32626290,1,3,4,1,1,0,0,0,0,0,1.0,4,8.0,1,0.0,0,0,1,1,0.0,1.0,0.0,1,2,2,2,1,9,3,3
9,11035175,32891694,1,0,7,3,2,1,1,0,0,0,1.0,4,8.0,3,0.0,0,0,0,3,10.0,1.0,10.0,0,0,0,1,0,8,6,6
9,11035176,32475061,1,3,4,3,7,0,0,0,0,0,1.0,4,8.0,0,0.0,0,0,1,1,0.0,1.0,10.0,0,0,0,0,1,4,9,6
9,11035177,32818971,2,3,7,3,5,2,2,0,0,0,1.0,7,4.0,0,0.0,0,0,1,1,0.0,0.0,0.0,0,1,2,2,3,0,6,0
9,11035181,32626657,1,0,4,1,0,2,2,0,0,0,1.0,4,8.0,3,0.0,0,0,0,3,10.0,1.0,0.0,1,1,1,1,0,5,3,2
9,11035182,32767813,1,0,0,1,1,1,2,0,0,0,1.0,4,8.0,1,0.0,0,0,1,5,10.0,10.0,10.0,1,2,2,2,1,2,3,3
9,11035183,32529734,1,0,2,1,1,0,0,0,0,0,1.0,4,8.0,0,0.0,0,0,1,5,10.0,7.0,0.0,0,0,0,0,1,7,3,2
9,11035184,32583967,1,0,2,3,1,0,0,0,0,0,1.0,4,8.0,0,0.0,0,0,0,5,10.0,1.0,0.0,1,1,1,1,0,5,3,3
9,11035186,32364743,1,0,4,1,0,0,0,0,0,0,1.0,4,8.0,1,0.0,0,0,1,4,10.0,5.0,0.0,0,0,0,0,0,1,0,1
9,11035188,32652733,3,0,4,1,1,0,0,0,0,0,1.0,2,4.0,0,0.0,0,0,1,3,10.0,3.0,0.0,0,1,2,2,1,3,0,6
9,11035189,32613326,1,3,7,1,1,4,4,0,0,0,1.0,4,8.0,1,0.0,0,1,0,1,3.0,0.0,10.0,1,2,2,2,0,0,6,3
9,11035190,32544489,1,0,1,1,6,2,2,0,0,0,1.0,7,8.0,1,1.0,0,1,0,4,10.0,10.0,10.0,0,1,1,2,3,0,9,0
9,11035191,32494542,1,3,7,1,2,0,2,0,0,0,1.0,4,8.0,1,0.0,0,0,0,1,0.0,10.0,10.0,0,1,1,1,1,4,3,3
9,11035193,32700312,1,0,4,6,8,0,0,0,1,0,1.0,4,8.0,0,0.0,0,0,0,3,10.0,1.0,0.0,0,1,1,1,1,5,9,9
9,11035194,32639284,1,3,4,1,3,0,0,0,0,0,1.0,4,8.0,0,0.0,0,0,0,3,10.0,3.0,0.0,0,0,0,0,1,9,6,6
9,11035195,32444860,1,3,4,1,2,1,3,0,1,0,1.0,4,8.0,1,0.0,0,0,0,1,0.0,1.0,0.0,0,0,0,0,0,8,3,3
9,11035198,32527041,1,3,4,1,3,0,0,0,0,0,1.0,4,8.0,0,0.0,0,0,0,1,0.0,1.0,0.0,0,1,1,1,1,8,6,6
9,11035199,32635292,1,3,7,1,0,1,1,0,2,0,1.0,4,8.0,1,0.0,0,0,1,1,0.0,10.0,10.0,0,0,0,0,1,4,0,1
9,11035200,32851863,2,0,4,1,1,2,2,0,0,0,1.0,4,4.0,1,0.0,0,0,1,1,0.0,3.0,0.0,1,1,1,1,0,3,3,3
9,11035201,32816941,1,0,7,1,0,0,0,0,0,0,1.0,4,8.0,1,0.0,0,0,0,3,10.0,10.0,10.0,0,1,2,2,0,7,0,0
9,11035202,32556282,1,0,1,1,1,0,0,0,2,0,1.0,4,8.0,0,0.0,0,0,0,5,10.0,10.0,10.0,0,1,1,1,0,3,3,3
9,11035203,32872242,1,3,9,6,6,0,0,0,0,0,1.0,1,8.0,1,0.0,0,0,1,1,0.0,1.0,0.0,1,1,1,1,1,7,6,6
9,11035204,32543628,1,3,2,3,8,0,2,0,1,0,1.0,4,8.0,1,0.0,0,0,1,1,0.0,3.0,0.0,0,1,1,1,0,5,9,6
9,11035205,32408132,3,0,1,1,0,3,3,0,0,0,1.0,4,4.0,1,0.0,0,0,6,5,10.0,3.0,0.0,0,0,0,0,7,2,0,1
9,11035207,32438064,1,0,4,1,1,2,2,0,0,0,1.0,4,8.0,0,0.0,0,0,0,3,10.0,1.0,10.0,1,1,1,1,0,0,3,3
